@relation activity_recognition_labeled

@attribute "X8" numeric
@attribute "Z3" numeric
@attribute "ZAVG" numeric
@attribute "XPEAK" numeric
@attribute "ZPEAK" numeric
@attribute "YSTANDDEV" numeric
@attribute class{ "Sitting" , "Active" }

@data
0.03,0.07,1.19,226.74,491.67,0.09,?
0.06,0.08,1.15,387.5,351.79,0.08,?
0.07,0.05,1.12,1068.75,1900,0.09,?
0.15,0.14,1.11,2825,1770,0.12,?
0.25,0.34,1.1,1250,925,0.07,?
0.2,0.29,1.07,381.25,1162.5,0.06,?
0.06,0.22,1.11,426.92,825,0.07,?
0.09,0.22,1.11,445.24,543.75,0.06,?
0.05,0.12,0.52,247.22,307.14,4.93,?
0.19,0.09,-1.45,1066.67,525,0.33,?
0.15,0.08,-1.35,1900,1750,0.27,?
0.18,0.1,-1.3,3200,?,0.21,?
0.17,0.12,-1.26,800,?,0.19,?
0.01,0.1,-1.18,1483.33,?,0.13,?
0.1,0.06,-1.15,916.67,?,0.14,?
0.09,0.07,-1.15,1333.33,?,0.19,?
0.05,0.08,-0.5,675,?,5.9,?
0.1,0.15,0.09,2350,2033.33,3.43,?
0.1,0.08,0.27,2033.33,2050,3.89,?
0.09,0.09,0.16,2900,2383.33,3.9,?
0.11,0.1,0.34,1225,1358.33,3.85,?
0.1,0.1,0.35,2350,1500,3.84,?
0.12,0.11,0.19,3050,1550,3.83,?
0.12,0.08,0.34,3100,2087.5,3.79,?
0.09,0.09,0.48,4250,4250,3.71,?
0.09,0.13,0.43,975,3200,3.5,?
0.12,0.15,0.49,2933.33,1083.33,3.24,?
0.1,0.08,0.65,1433.33,2150,3.53,?
0.11,0.09,0.49,1625,2516.67,3.67,?
0.09,0.12,0.56,2150,2166.67,3.48,?
0.14,0.09,0.6,1308.33,2650,3.79,?
0.1,0.05,0.33,1925,3150,3.68,?
0.09,0.09,0.55,1775,2625,3.83,?
0.11,0.1,0.61,4025,1362.5,3.6,?
0.11,0.1,0.5,2550,1750,3.56,?
0.07,0.08,0.52,2325,2125,3.55,?
0.14,0.11,0.66,2533.33,3800,3.59,?
0.11,0.1,0.64,2825,1712.5,3.28,?
0.07,0.09,0.64,1933.33,1975,3.21,?
0.12,0.08,0.63,3300,1650,3.36,?
0.1,0.08,0.76,1725,1975,3.41,?
0.11,0.11,0.66,1750,2250,3.38,?
0.03,0.09,0.78,3350,1516.67,3.59,?
0.12,0.08,0.69,2437.5,2900,3.5,?
0.1,0.1,0.66,2225,3825,3.34,?
0.07,0.06,0.6,1512.5,2966.67,3.26,?
0.08,0.06,0.69,1725,1150,2.86,?
0.07,0.03,0.63,1225,1125,4.31,?
0.18,0.05,0.36,1025,908.33,8.59,?
0.13,0.1,0.71,2650,1900,7.99,?
0.12,0.13,0.73,2250,1700,7.74,?
0.17,0.09,1.03,2200,1887.5,7.88,?
0.16,0.11,0.73,3750,1966.67,7.9,?
0.08,0.12,0.99,2316.67,1875,8.11,?
0.11,0.09,1.2,1616.67,2300,7.69,?
0.13,0.09,0.95,1550,1433.33,8.04,?
0.1,0.05,1.05,3175,1775,8.15,?
0.1,0.1,1.25,3775,1500,8.06,?
0.15,0.09,1.02,1666.67,3350,7.93,?
0.08,0.08,1.28,4200,937.5,7.3,?
0.11,0.1,1.39,2725,2175,7.65,?
0.09,0.13,1.45,4075,1950,7.44,?
0.1,0.13,1.38,1575,1175,7.79,?
0.13,0.07,1.24,3450,1150,7.94,?
0.07,0.09,1.33,3400,1750,7.56,?
0.14,0.13,1.27,1100,1500,7.6,?
0.12,0.09,1.29,675,4325,7.27,?
0.1,0.15,1.03,1300,2325,5.88,?
0.09,0.13,1.26,4050,3183.33,4.73,?
0.1,0.1,1.23,1925,1125,7.98,?
0.08,0.15,1.23,2725,1230,7.63,?
0.11,0.11,1.25,4100,1833.33,7.62,?
0.13,0.12,1.29,1775,2200,7.94,?
0.1,0.07,1.35,800,2166.67,7.58,?
0.11,0.07,1.34,2816.67,3025,7.9,?
0.11,0.14,1.37,4250,1716.67,7.64,?
0.09,0.09,0.72,2416.67,1150,7.46,?
0.13,0.09,0.66,1025,1262.5,8.33,?
0.08,0.1,0.92,2425,1925,7.87,?
0.09,0.12,1.12,4375,1183.33,7.31,?
0.16,0.11,0.96,275,1500,7.43,?
0.08,0.13,1.02,1875,2600,7.03,?
0.04,0.09,1.01,1800,1550,4.04,?
0.02,0.12,1.15,1150,1600,4,?
0.09,0.12,1.01,725,1916.67,6.34,?
0.15,0.1,1,1333.33,3600,8.18,?
0.09,0.1,1.24,2425,1687.5,7.84,?
0.12,0.11,1.16,3925,950,7.81,?
0.11,0.12,1.02,2416.67,1287.5,7.84,?
0.13,0.1,1.15,2175,3150,7.89,?
0.08,0.09,1.03,3600,4075,6.79,?
0.05,0.13,1.44,1575,2500,3.9,?
0.03,0.13,1.27,1050,1710,3.57,?
0.11,0.12,1.51,1075,2425,6.89,?
0.13,0.12,1.03,1600,1875,8.07,?
0.13,0.09,1.34,2175,2016.67,7.95,?
0.09,0.13,1.39,1500,1900,7.55,?
0.14,0.08,1.58,3650,1875,7.82,?
0.08,0.1,1.42,2700,1175,7.84,?
0.09,0.15,1.51,1125,1583.33,6.16,?
0.02,0.08,1.38,3900,1675,3.19,?
0.02,0.07,1.41,3900,1350,3.17,?
0.1,0.11,1.37,1125,3000,7.6,?
0.11,0.08,0.92,2800,1866.67,8.23,?
0.1,0.07,1.77,925,1410,7.75,?
0.13,0.09,1.4,3700,1233.33,7.82,?
0.05,0.05,0.63,933.33,783.33,8.35,?
0.14,0.08,1.52,4125,2583.33,3.16,?
0.13,0.08,2.3,3750,1700,2.58,?
0.11,0.16,2.09,2166.67,2700,2.25,?
0.1,0.08,2.11,3600,2875,2.04,?
0.06,0.13,1.98,1875,2783.33,1.9,?
0.1,0.11,2.4,400,2075,1.82,?
0.09,0.11,1.87,2525,1583.33,1.71,?
0.1,0.08,1.2,150,2466.67,3.14,?
0.13,0.09,1.74,2425,2850,3.2,?
0.08,0.13,1.3,475,1375,3.22,?
0.07,0.11,1.71,4600,3625,3.11,?
0.11,0.1,1.81,716.67,900,3.84,?
0,0,-0.02,?,?,7.6,?
0.1,0.06,2.05,275,2075,2.79,?
0.09,0.09,2.33,3400,1400,2.45,?
0.1,0.12,2.25,2075,2450,2.23,?
0.13,0.11,2.13,850,2250,1.95,?
0.12,0.1,2.24,925,2575,1.86,?
0.09,0.12,2.15,2000,1900,1.7,?
0.09,0.08,1.89,2950,2466.67,2.56,?
0.12,0.14,2,2750,1237.5,3.09,?
0.08,0.1,1.84,875,1770,2.77,?
0.13,0.13,1.43,4200,1866.67,2.73,?
0.11,0.07,1.77,2525,3250,2.93,?
0.09,0.08,1.99,2075,3925,3.48,?
0.02,0.02,0.31,200,525,8.82,?
0.11,0.09,2.51,2975,2900,2.93,?
0.08,0.09,2.28,2200,2150,2.19,?
0.1,0.1,3.05,2425,2525,2.16,?
0.13,0.1,2.4,4400,4525,1.82,?
0.12,0.07,2.31,2550,2000,1.95,?
0.09,0.14,2.5,1725,1337.5,1.94,?
0.09,0.11,1.77,2866.67,921.43,2.81,?
0.11,0.08,2,2700,2583.33,2.92,?
0.08,0.12,1.85,1340,1875,2.86,?
0.13,0.12,1.67,3975,2350,3.15,?
0.11,0.09,1.46,3075,2825,3.46,?
0.1,0.1,2.71,800,2650,3.51,?
0.08,0.07,3.05,1150,1187.5,2.44,?
0.06,0.15,2.69,2225,3400,1.81,?
0.13,0.09,3.11,2300,1633.33,1.98,?
0.07,0.09,2.74,2450,2733.33,1.68,?
0.14,0.1,3.04,1100,3425,1.83,?
0.1,0.1,2.78,1400,3975,2.12,?
0.11,0.14,1.95,2900,987.5,2.92,?
0.09,0.06,2,675,1487.5,2.99,?
0.08,0.11,1.82,2225,1025,2.9,?
0.11,0.09,1.78,2000,3350,2.97,?
0.13,0.11,1.93,2400,1500,3.4,?
0.02,0.03,0.57,1125,275,7.35,?
0,0.01,7.74,?,257.89,0.2,?
0,0.29,7.87,?,277.94,0.05,?
0,0.21,7.88,?,351.92,0.04,?
0,0.49,7.91,?,348.21,0.04,?
0,0.88,7.96,?,265.28,0.06,?
0.03,0.02,8.22,?,227.91,0.06,?
0,0,8.24,?,359.26,0.03,?
0.08,0,8.24,?,286.36,0.04,?
0.29,0,8.23,?,288.24,0.03,?
0.37,0,8.24,?,310,0.03,?
0.4,0,8.3,?,309.68,0.03,?
0.25,0,8.34,?,304.69,0.03,?
0.09,0,4.16,?,244.74,1.12,?
0.2,0.09,2.62,?,421.88,0.15,?
0.04,0.01,2.72,?,362.96,0.09,?
0.2,0.04,2.69,?,861.11,0.09,?
0.49,0.05,2.66,?,371.15,0.08,?
0.18,0,2.74,?,210,0.06,?
0.11,0.02,2.72,?,614.29,0.09,?
0.01,0,2.09,?,596.88,0.09,?
0,0.09,2.37,?,450,0.13,?
0,0.22,2.48,?,357.69,0.06,?
0,0.11,1.52,?,2500,3.59,?
0.24,0.15,-0.57,2750,2250,8.01,?
0.09,0.09,-0.98,2750,3775,9.42,?
0.07,0.06,0.44,1520,700,8.13,?
0.06,0.09,-0.1,1171.43,2400,7.83,?
0.05,0.06,-0.65,1216.67,3975,8.02,?
0.08,0.11,0.67,1750,3750,8.04,?
0.1,0.1,0.47,870,2125,8.18,?
0.13,0.1,0.61,1250,2350,8.64,?
0.08,0.1,-0.01,1466.67,2425,8.51,?
0.12,0.09,0.74,1308.33,2975,8.44,?
0.11,0.1,-0.38,1530,4175,8.49,?
0.07,0.09,-0.26,1266.67,1612.5,7.86,?
0.11,0.07,-0.08,1350,1475,8,?
0.1,0.07,0.37,1333.33,1000,8.2,?
0.1,0.08,-0.1,962.5,1650,7.79,?
0.1,0.1,0.27,1264.29,1275,8.05,?
0.1,0.09,-0.2,1087.5,3300,7.84,?
0.1,0.13,-0.67,993.75,1350,7.85,?
0.09,0.11,-0.05,905,2166.67,7.73,?
0.08,0.17,0.08,1520,1600,7.97,?
0.13,0.08,0.09,2075,3925,7.8,?
0.09,0.1,-0.22,1150,1830,7.92,?
0.11,0.14,-0.57,1580,1850,8.03,?
0.12,0.1,0.25,1108.33,1025,8.56,?
0.12,0.13,0.18,966.67,2450,8.15,?
0.07,0.15,-0.06,964.29,1862.5,8.46,?
0.16,0.11,0.07,1883.33,2400,8.3,?
0.01,0.01,-0.02,?,275,11.11,?
0.1,0.09,-0.44,1050,1175,5,?
0.08,0.1,-1.14,4150,2783.33,4.97,?
0.06,0.12,-1.21,2566.67,2750,4.62,?
0.07,0.06,-0.99,2112.5,3775,4.73,?
0.08,0.11,-1.02,4600,4600,5,?
0.11,0.1,-0.94,3550,2500,4.89,?
0.06,0.09,-0.95,2525,2050,5.01,?
0.1,0.1,-1.04,2750,3625,4.74,?
0.08,0.08,-1.17,2500,2383.33,5.16,?
0.12,0.08,-1.17,2033.33,1733.33,5.25,?
0.11,0.13,-1.1,4000,4000,5.14,?
0.14,0.09,-1.17,4100,2600,5.07,?
0.11,0.08,-1.07,2000,2000,5.07,?
0.08,0.08,-1.01,4125,3625,5.09,?
0.12,0.06,-0.93,1775,2350,5.15,?
0.11,0.1,-1.03,2333.33,2000,5.3,?
0.11,0.09,-0.98,2000,2975,5.27,?
0.1,0.13,-1.13,3975,1675,5.19,?
0.14,0.13,-1.04,1000,1216.67,5.28,?
0.13,0.15,-0.94,2033.33,3575,5.32,?
0.08,0.1,-0.96,2033.33,3075,5.45,?
0.09,0.12,-1.21,1666.67,3000,5.19,?
0.13,0.09,-1.03,2550,1750,5.44,?
0.1,0.09,-0.78,2525,1875,5.46,?
0.11,0.12,-0.86,2683.33,4050,5.23,?
0.12,0.08,-1.05,3575,1683.33,5.13,?
0.14,0.1,-0.82,2037.5,1525,5.26,?
0.11,0.11,-0.94,4600,3575,5.24,?
0.1,0.09,-0.92,4100,4100,5.21,?
0.07,0.13,-0.93,2400,2900,4.99,?
0.1,0.1,-1.02,1033.33,2650,4.35,?
0,0.01,-0.03,?,?,10.61,?
0.09,0.1,0.6,2950,725,8.49,?
0.07,0.13,0.09,1775,2333.33,7.66,?
0.11,0.13,-0.16,2725,2050,8.49,?
0.1,0.13,-0.1,725,1016.67,8.5,?
0.15,0.08,0.01,1328.57,1816.67,8.33,?
0.13,0.08,-0.23,983.33,2525,8.64,?
0.1,0.08,0.43,981.25,1175,8.06,?
0.09,0.07,-0.25,1085.71,1500,8.08,?
0.11,0.1,-0.16,1157.14,2225,8.2,?
0.11,0.14,-0.99,1285.71,2475,8.62,?
0.08,0.09,-0.37,2112.5,4225,8.23,?
0.13,0.1,-0.37,1680,4500,8.4,?
0.11,0.07,-0.2,2200,1950,9.15,?
0.09,0.09,0.58,938.89,2000,8.46,?
0.11,0.07,-0.3,4125,3750,8.09,?
0.11,0.08,-0.15,992.86,2733.33,8.16,?
0.13,0.09,-0.1,1358.33,2350,8.32,?
0.09,0.1,-0.2,1290,1862.5,8.73,?
0.1,0.11,0.17,1216.67,2575,8.16,?
0.1,0.12,-0.18,1880,1180,8.35,?
0.12,0.1,-0.09,2300,1425,7.92,?
0.1,0.1,-0.85,1850,3275,8.32,?
0.08,0.13,-0.71,1600,3216.67,8.14,?
0.09,0.14,-0.31,1021.43,4625,7.74,?
0.08,0.1,-0.06,1425,3550,7.63,?
0.1,0.12,-0.52,1183.33,3150,8.2,?
0.08,0.08,-0.96,1037.5,1525,7.87,?
0.07,0.11,-0.27,1083.33,2200,3.91,?
0.12,0.12,-0.44,2675,2125,4.12,?
0.09,0.1,-0.33,2733.33,1933.33,5.05,?
0.14,0.1,-0.62,1025,4250,4.81,?
0.12,0.11,-0.6,2066.67,3550,5.03,?
0.07,0.11,-0.57,2600,1075,4.98,?
0.12,0.11,-0.52,2750,3025,4.97,?
0.1,0.13,-0.5,1033.33,1725,4.62,?
0.11,0.09,-0.52,2100,3800,4.66,?
0.12,0.11,-0.48,3100,2725,4.61,?
0.09,0.1,-0.5,2650,4550,4.89,?
0.1,0.13,-0.53,3150,1350,5.04,?
0.08,0.08,-0.62,2066.67,1825,4.89,?
0.13,0.08,-0.64,3925,2975,5.11,?
0.13,0.08,-0.5,3575,3600,5.07,?
0.08,0.09,-0.6,2650,2433.33,5.02,?
0.11,0.09,-0.35,2766.67,1460,4.74,?
0.1,0.12,-0.6,1100,1725,4.74,?
0.12,0.07,-0.52,4125,2925,4.92,?
0.13,0.09,-0.28,2750,2000,4.8,?
0.09,0.11,-0.45,3200,4125,4.76,?
0.11,0.09,-0.48,1816.67,1725,4.44,?
0.09,0.12,-0.57,4325,1375,4.88,?
0.12,0.08,-0.38,2725,1700,4.56,?
0.08,0.12,-0.43,1025,525,4.41,?
0.1,0.07,-0.36,3225,2100,4.44,?
0.14,0.13,-0.27,2175,4400,4.49,?
0.09,0.09,-0.49,1816.67,1900,4.32,?
0.09,0.11,-0.52,1500,1221.43,4.32,?
0.08,0.19,-0.53,1100,3175,4.06,?
0.07,0.1,-1.16,1125,1783.33,3.82,?
0,0,-0.62,?,?,4.83,?
0.03,0.1,-1.65,1075,1816.67,5.2,?
0.06,0.11,-1.66,1887.5,2533.33,5.07,?
0.11,0.12,-1.53,3650,3625,5.2,?
0.08,0.09,-1.48,1450,3250,4.95,?
0.11,0.14,-1.69,4250,2133.33,4.91,?
0.11,0.1,-1.54,3750,2675,4.93,?
0.12,0.1,-1.55,1887.5,2150,4.86,?
0.08,0.09,-1.44,4400,2200,4.9,?
0.13,0.09,-1.29,2533.33,2162.5,4.63,?
0.1,0.11,-1.56,1100,2100,4.89,?
0.12,0.12,-1.4,1100,1090,4.94,?
0.1,0.13,-1.46,1091.67,1750,4.84,?
0.12,0.12,-1.43,2225,4400,4.71,?
0.1,0.08,-1.37,2216.67,3850,4.68,?
0.12,0.11,-1.28,4325,2700,4.74,?
0.12,0.1,-1.45,1612.5,1720,4.97,?
0.1,0.12,-1.38,1625,4400,4.72,?
0.12,0.12,-1.33,1100,2175,4.81,?
0.12,0.1,-1.2,3250,1087.5,4.66,?
0.1,0.1,-1.28,1937.5,2233.33,4.68,?
0.08,0.11,-1.4,3300,2175,4.74,?
0.1,0.13,-1.32,1540,3300,4.82,?
0.11,0.06,-1.36,2483.33,1750,4.94,?
0.11,0.08,-1.37,2533.33,1650,4.89,?
0.1,0.09,-1.34,1912.5,3275,4.98,?
0.1,0.11,-1.22,1400,1625,4.75,?
0.1,0.12,-1.31,1866.67,2233.33,4.76,?
0.11,0.12,-1.3,4350,1450,4.62,?
0.11,0.1,-1.26,2225,2183.33,4.78,?
0.1,0.11,-1.25,1433.33,3775,5.02,?
0.1,0.1,-1.4,1450,1450,4.85,?
0.09,0.1,-1.24,1280,2400,4.97,?
0.03,0.03,-0.46,1100,1125,7.1,?
0.1,0.16,-0.89,1225,1675,8.79,?
0.12,0.12,-0.19,1357.14,4475,9.77,?
0.08,0.1,-0.92,650,3250,9.96,?
0.1,0.12,-1.13,4575,1900,9.08,?
0.1,0.15,-0.58,2300,2866.67,8.31,?
0.1,0.15,-0.58,2550,2400,9.47,?
0.11,0.11,-0.6,3825,4150,9.29,?
0.13,0.09,-0.53,1225,3875,8.86,?
0.1,0.06,-0.6,4150,2350,9.39,?
0.11,0.08,-1.2,1150,3750,8.54,?
0.1,0.13,-1.03,2250,1050,9.22,?
0.1,0.06,-0.92,2050,2150,8.64,?
0.08,0.14,-1.35,1562.5,2312.5,9.34,?
0.11,0.11,-1.22,2650,2975,8.25,?
0.11,0.05,-0.95,2675,883.33,9.02,?
0.08,0.11,-1.05,1787.5,2325,9.5,?
0.12,0.12,-1.1,1375,2533.33,8.57,?
0.13,0.08,-0.75,2137.5,937.5,8.76,?
0.1,0.07,-0.2,2016.67,1933.33,8.47,?
0.1,0.13,-0.68,4450,4450,9.29,?
0.08,0.11,-0.86,3250,4300,8.37,?
0.1,0.09,-0.47,2183.33,962.5,9.44,?
0.09,0.08,-0.27,4550,2683.33,9.12,?
0.07,0.08,-0.68,2000,1250,8.76,?
0.14,0.06,-0.39,2633.33,1850,9.51,?
0.07,0.06,-0.53,1925,2275,8.78,?
0.11,0.12,-1.12,2150,4300,5.7,?
0.1,0.12,-1.05,3700,2075,5.56,?
0.09,0.11,-1.07,2833.33,1600,5.7,?
0.08,0.15,-1.28,2625,1575,5.35,?
0.09,0.13,-1.15,3175,1587.5,5.55,?
0.11,0.12,-1.14,1750,3175,5.62,?
0.14,0.11,-1.16,3675,3125,5.85,?
0.08,0.06,-1.26,2100,2112.5,5.85,?
0.1,0.11,-1.18,2625,1575,5.74,?
0.1,0.13,-1.02,1266.67,2533.33,5.47,?
0.1,0.08,-1.18,2675,2137.5,5.6,?
0.09,0.15,-1.44,4250,3725,5.98,?
0.09,0.16,-1.23,2650,1783.33,5.42,?
0.12,0.1,-1.18,4150,4150,5.78,?
0.1,0.07,-1.23,1050,1050,5.62,?
0.11,0.09,-1.41,4200,4750,5.74,?
0.09,0.08,-1.14,4225,2150,5.64,?
0.12,0.08,-1.42,2833.33,2116.67,5.63,?
0.12,0.09,-1.33,1400,1025,5.61,?
0.11,0.1,-1.15,1550,3650,5.79,?
0.11,0.1,-1.22,2125,1416.67,5.55,?
0.13,0.11,-1.1,3175,1766.67,5.59,?
0.1,0.09,-1,2625,2325,5.42,?
0.09,0.1,-1.39,3700,3700,5.37,?
0.13,0.1,-1.17,1050,2450,5.61,?
0.1,0.1,-1.27,4250,1625,5.38,?
0.12,0.07,-1.27,2116.67,3725,5.65,?
0.1,0.12,-1.11,3725,3725,5.38,?
0.09,0.09,-0.85,1625,1625,6.1,?
0.07,0.07,-0.59,2100,3700,9.65,?
0.09,0.11,-0.37,1091.67,1200,9.53,?
0.08,0.11,-0.95,1662.5,3575,9.01,?
0.13,0.09,-1.09,750,2050,8.99,?
0.15,0.12,-0.83,2025,1475,8.83,?
0.11,0.09,-1.74,1037.5,650,9.85,?
0.13,0.11,-1.53,2675,4300,9.41,?
0.09,0.11,-1.05,2137.5,2850,9.48,?
0.07,0.1,-1,1266.67,2033.33,8.7,?
0.1,0.12,-1.29,1200,4775,9.52,?
0.09,0.1,-1.63,250,2400,9.56,?
0.06,0.09,-1.47,2150,1825,9.72,?
0.09,0.09,-0.73,3925,2025,8.91,?
0.1,0.08,-0.72,1525,1580,8.79,?
0.1,0.07,-0.42,4550,3325,8.86,?
0.07,0.14,-0.99,1800,3900,10.22,?
0.11,0.06,-0.72,1850,925,8.8,?
0.14,0.13,-0.84,2700,1840,9.19,?
0.08,0.12,-1.3,1525,1966.67,8.89,?
0.09,0.11,-0.84,2650,1183.33,9.39,?
0.09,0.1,-1.24,2100,2983.33,9.2,?
0.12,0.09,-0.61,4400,2925,9.75,?
0.12,0.1,-1.16,3725,1900,9.55,?
0.13,0.07,-0.93,3150,2483.33,9.47,?
0.11,0.14,-1.02,1912.5,1916.67,8.75,?
0,0,0.02,?,?,10.5,?
0.07,0.05,-0.44,4350,1383.33,4.66,?
0.09,0.11,-0.85,1625,3775,4.76,?
0.09,0.12,-0.44,1637.5,2175,4.54,?
0.12,0.16,-0.37,3325,1516.67,3.85,?
0.11,0.07,-0.84,2000,2100,3.78,?
0.1,0.06,-0.61,3825,3050,5.78,?
0.12,0.1,-1.48,4225,3050,6.17,?
0.08,0.14,-0.83,2175,2350,6.95,?
0.09,0.07,-0.56,4350,3166.67,4.77,?
0.09,0.1,-0.56,2500,1100,4.53,?
0.13,0.11,-0.45,3800,3800,4.37,?
0.13,0.1,-0.23,3850,3850,4.06,?
0.11,0.1,0,666.67,775,4.13,?
0.1,0.1,-0.57,2133.33,3125,4.61,?
0.08,0.12,-0.61,2850,1125,3.9,?
0.08,0.09,-0.14,1866.67,1900,4.24,?
0.13,0.11,-0.52,1550,1650,3.96,?
0.03,0.04,-0.33,475,475,8,?
0.07,0.11,0.13,1916.67,1250,5.45,?
0.09,0.11,0.17,4200,2250,5.6,?
0.16,0.11,0.03,1300,2466.67,6.13,?
0.02,0.01,-0.13,500,375,10.32,?
0.08,0.07,-0.75,4025,1975,4.47,?
0.1,0.11,-0.3,3525,2975,4.71,?
0.1,0.11,-0.4,1000,2550,4.24,?
0.15,0.11,-0.29,325,3025,4.24,?
0.05,0.08,-0.36,2050,1675,5.58,?
0.11,0.08,-0.3,2066.67,1887.5,5.93,?
0.12,0.11,-0.82,3325,2583.33,4.43,?
0.09,0.13,-0.52,2125,2825,3.99,?
0.06,0.14,-0.83,1025,1525,3.1,?
0.13,0.06,-0.03,1050,850,5.76,?
0.17,0.11,-0.08,3625,1312.5,4.31,?
0.11,0.11,0.02,2650,2450,4.01,?
0.06,0.11,0.3,1383.33,650,4.2,?
0.08,0.07,0.15,4725,2025,3.96,?
0.12,0.09,0.16,2450,3033.33,4.12,?
0.06,0.08,0.38,3000,750,4,?
0.16,0.11,0.69,2366.67,1283.33,4.02,?
0.06,0.08,-0.1,2450,2450,3.37,?
0.14,0.09,-0.23,2616.67,1600,4.58,?
0.11,0.11,0.09,3800,2033.33,4.13,?
0.08,0.11,-0.39,1800,1916.67,3.57,?
0.09,0.1,-0.24,3100,3325,2.87,?
0,0.01,-0.03,375,150,8.97,?
0.11,0.12,-0.32,1850,4350,4.39,?
0.13,0.12,-0.31,1933.33,2666.67,4.48,?
0.09,0.1,-0.39,2883.33,3500,4.33,?
0.13,0.12,-0.68,1540,2433.33,4.43,?
0.11,0.06,-0.23,1300,2083.33,4.54,?
0.08,0.1,-0.28,1933.33,1475,4.57,?
0.14,0.11,-0.25,2225,2100,3.88,?
0.09,0.1,-1,2950,2133.33,3.21,?
0.08,0.15,-0.84,2975,2725,2.58,?
0.08,0.1,-0.95,2850,1700,2.77,?
0.11,0.11,-0.71,1916.67,4100,3.03,?
0.08,0.06,-0.63,1733.33,1250,4.71,?
0.09,0.12,2.96,4550,1875,2.97,?
0.1,0.06,3.06,4000,1500,2.89,?
0.07,0.1,3.2,950,1258.33,3.01,?
0.15,0.13,2.99,2050,1637.5,2.9,?
0.11,0.11,2.85,1900,3250,3.02,?
0.06,0.07,1.47,933.33,1150,5.71,?
0.13,0.09,1.62,1200,1316.67,7.71,?
0.17,0.11,1.61,3166.67,4575,7.62,?
0.19,0.06,1.44,3700,1625,7.28,?
0.16,0.09,1.84,1050,966.67,7.01,?
0.16,0.13,1.69,750,750,6.86,?
0.24,0.12,1.7,750,750,7.06,?
0.26,0.08,2.16,1090,1458.33,7.02,?
0.26,0.1,2.29,175,1125,6.73,?
0.12,0.09,2.11,1700,1450,6.71,?
0.15,0.09,1.76,2625,2850,6.6,?
0.09,0.08,1.87,1075,1750,6.24,?
0.11,0.04,2.14,1100,2233.33,5.88,?
0.04,0.08,1.93,2666.67,3725,5.91,?
0.06,0.08,1.66,3550,2683.33,6.13,?
0.05,0.08,2.27,1500,983.33,5.87,?
0.09,0.09,1.7,2175,2200,5.93,?
0.09,0.06,1.88,2850,3950,5.91,?
0.07,0.05,1.52,4575,2816.67,5.97,?
0.07,0.09,1.17,1450,3116.67,6.32,?
0.06,0.1,1.55,2650,1450,6.22,?
0.06,0.08,0.97,2525,3625,6.35,?
0.1,0.1,-0.48,1050,2150,6.24,?
0.12,0.15,-1.44,3425,2383.33,6.09,?
0.05,0.13,-1.77,2850,700,6.04,?
0.05,0.16,-1.73,1075,1050,5.96,?
0.07,0.15,-1.58,2225,1316.67,5.76,?
0.05,0.16,-1.68,2883.33,1666.67,4.87,?
0.05,0.13,-2.15,1600,1825,4.42,?
0.03,0.16,-2.25,483.33,2383.33,3.98,?
0.01,0.17,-2.06,375,775,3.59,?
0.02,0.08,-1.73,600,750,3.87,?
0.09,0.1,0.24,2833.33,1325,3.33,?
0.09,0.12,0.1,2075,525,3.56,?
0.1,0.12,0.13,3116.67,1650,3.32,?
0.15,0.07,0.25,3100,1416.67,3.31,?
0.15,0.13,0.15,1766.67,4175,3.78,?
0.12,0.13,0.09,2100,1083.33,3.71,?
0.13,0.11,0.08,1825,2000,3.64,?
0.15,0.12,0.23,1450,1550,3.51,?
0.12,0.1,0.1,1490,3175,3.28,?
0.08,0.09,0.09,1750,1525,3.2,?
0.09,0.08,0.13,2412.5,2533.33,3.35,?
0.12,0.08,0,2466.67,1433.33,3.12,?
0.06,0.1,0.08,3750,1450,3.2,?
0.08,0.08,0.13,1608.33,2650,3.49,?
0.04,0.11,0.03,1250,2133.33,3.11,?
0.11,0.13,0.08,1425,600,3.1,?
0.08,0.09,0.11,1710,2850,3.24,?
0.09,0.09,0.07,1078.57,537.5,2.82,?
0.09,0.11,0.14,2466.67,2112.5,3.39,?
0.11,0.11,0.04,2450,550,3.55,?
0.11,0.11,0.18,2733.33,1716.67,3.54,?
0.1,0.11,0.1,1812.5,1550,3.4,?
0.12,0.11,0.02,975,2716.67,3.49,?
0.09,0.07,0.1,1870,3600,3.18,?
0.09,0.11,0.08,2466.67,1100,3.48,?
0.11,0.06,0.1,2450,1816.67,3.39,?
0.1,0.13,0.12,1062.5,1050,3.29,?
0.12,0.11,0.02,4650,1660,3.4,?
0.1,0.11,0.13,1766.67,1862.5,3.47,?
0.09,0.1,0.21,1050,2150,3.48,?
0.1,0.06,2.12,1300,2583.33,8.42,?
0.09,0.11,2.23,2600,1237.5,7.85,?
0.08,0.08,2.19,2125,2425,7.81,?
0.13,0.15,1.93,1100,1450,7.82,?
0.11,0.07,1.92,1483.33,4400,8.04,?
0.1,0.11,1.77,3450,1425,8.11,?
0.11,0.08,1.9,1625,2450,7.98,?
0.12,0.11,1.99,2250,2100,7.95,?
0.13,0.06,1.97,1620,1264.29,7.94,?
0.11,0.08,2,1416.67,1520,7.9,?
0.09,0.11,1.8,1280,3775,8.17,?
0.12,0.12,1.98,2850,3700,8.03,?
0.1,0.09,2.07,4275,4475,8.13,?
0.1,0.08,1.98,1725,866.67,8.15,?
